342 11.736 58.5459 5 3177.62
103 8.027 58.0979 6 3015.37
22 9.456 56.9082 5 2988.54
27 12.028 56.6005 5 2953.62
421 10.949 55.6267 5 2844.33
170 9.862 55.5281 5 2833.37
106 9.981 56.4789 6 2829.87
225 8.709 58.7751 8 2814.51
238 11.775 57.4049 7 2805.32
386 10.673 58.5414 8 2787.1
329 8.999 58.1767 8 2744.53
158 10.063 55.702 6 2742.71
292 12.817 56.7657 7 2732.34
338 7.184 58.0616 8 2731.15
202 9.765 56.6884 7 2723.57
317 9.960 56.0451 7 2651.05
11 9.080 54.6221 6 2623.57
237 10.751 57.0978 8 2620.16
49 12.023 57.0806 8 2618.19
237 9.946 57.0804 8 2618.17
26 8.215 56.7595 8 2581.64
180 8.568 56.7414 8 2579.59
43 9.765 56.7008 8 2574.98
323 11.732 58.0048 9 2554.56
135 6.337 57.6124 9 2509.19
49 8.733 54.7096 7 2503.14
48 7.924 56.0107 8 2497.2
2 7.682 55.9775 8 2493.48
166 12.376 59.0199 10 2483.35
377 11.082 55.8512 8 2479.36
136 9.349 58.7644 10 2453.25
272 9.651 55.5726 8 2448.31
360 8.518 56.8894 9 2426.4
73 7.885 56.783 9 2414.31
8 7.955 56.5636 9 2389.44
338 7.973 56.5516 9 2388.08
368 10.807 58.1965 10 2386.83
14 9.143 58.1536 10 2381.84
365 10.973 58.0141 10 2365.64
34 11.416 57.9673 10 2360.21
183 10.801 54.71 8 2353.18
166 12.887 59.6607 11 2349.4
331 8.914 57.8475 10 2346.33
137 11.922 57.7649 10 2336.78
58 7.679 56.0272 9 2329.05
69 12.497 57.5797 10 2315.42
14 8.223 57.5083 10 2307.2
323 11.892 57.422 10 2297.29
292 7.568 57.3932 10 2293.98
304 9.332 59.051 11 2277.02
327 7.596 57.1994 10 2271.77
216 10.868 53.9422 8 2269.76
4 12.688 58.9706 11 2267.53
80 8.633 55.4442 9 2264.06
303 12.844 57.0399 10 2253.55
118 9.706 58.8016 11 2247.63
43 8.763 55.1513 9 2231.67
401 10.267 58.6383 11 2228.45
343 9.768 58.6073 11 2224.82
388 11.591 58.3166 11 2190.83
64 11.246 56.4772 10 2189.67
328 13.034 56.4471 10 2186.28
110 11.140 58.2728 11 2185.72
413 9.513 60.1062 12 2172.76
413 11.188 58.0984 11 2165.42
209 8.743 56.2592 10 2165.1
99 9.556 56.2066 10 2159.18
5 7.789 57.9975 11 2153.71
301 12.547 56.1265 10 2150.18
336 7.403 57.8839 11 2140.55
116 9.408 57.6656 11 2115.32
200 9.266 57.5812 11 2105.59
412 10.149 57.483 11 2094.3
82 9.391 57.3671 11 2080.98
348 9.927 55.4477 10 2074.45
45 9.911 57.2446 11 2066.94
19 13.441 57.235 11 2065.85
386 8.649 59.1785 12 2062.09
44 8.411 57.1127 11 2051.86
343 8.134 57.0128 11 2040.46
238 11.305 58.9538 12 2035.55
376 8.530 58.9473 12 2034.78
217 7.517 58.8734 12 2026.08
33 9.442 58.6928 12 2004.84
128 11.326 54.6725 10 1989.08
16 11.747 58.4464 12 1975.98
402 10.029 58.3901 12 1969.4
151 10.387 58.3755 12 1967.7
324 7.533 56.3343 11 1963.55
9 9.452 58.2875 12 1957.43
387 12.205 58.2273 12 1950.42
306 12.526 56.1713 11 1945.21
140 10.317 58.1456 12 1940.91
18 9.232 58.1248 12 1938.49
70 8.400 60.0977 13 1921.73
251 7.493 57.9755 12 1921.16
11 10.288 55.839 11 1907.99
348 11.580 57.7944 12 1900.19
290 7.785 57.6376 12 1882.09
15 9.459 57.6041 12 1878.23
154 10.435 57.5921 12 1876.85
405 12.027 55.489 11 1869.03
311 8.782 57.4946 12 1865.63
294 10.654 59.5728 13 1858.92
165 11.612 55.36 11 1854.73
252 8.441 57.38 12 1852.46
